AGENT_ID,total_ptps,fulfilled,fulfillment_rate,avg_dpd,repromise_rate,visit_rate,remarks_count,tier,last_3_activity,tier_insight
10638,35,31,0.8857,61.31,0.8857,0.0,35,Top Quartile,"{""last_3_remarks"": ""ptp|WILL PAY ON 24 SEP|WILL PAY TODAY THE REMAINING AMOUNT"", ""last_3_Total_Outstanding"": ""27412|6339|30933"", ""last_3_ptp_date"": ""2025-09-25:2025-09-20:2025-09-20"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-10-05""}",Top Quartile: fulfillment 88.6% (26.3pt above cohort avg 62.3%) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
10830,41,36,0.878,4.83,0.9756,0.0,41,Top Quartile,"{""last_3_remarks"": ""he will pay emi amount before 2nd jan | he will maintain emi amount before 5th dec| he will maintain emi amount before 5th dec"", ""last_3_Total_Outstanding"": ""546042|34174|68384"", ""last_3_ptp_date"": ""2025-12-27:2025-12-04:2025-12-04"", ""last_3_promised_date"": ""2026-01-02:2025-12-05:2025-12-05""}",Top Quartile: fulfillment 87.8% (25.5pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 5d vs 64d cohort) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
10254,41,36,0.878,28.93,1.0,0.0,41,Top Quartile,"{""last_3_remarks"": ""09-cm said will pay on 10th|09-cm said will pay on 10th|09-cm said will pay on 10th"", ""last_3_Total_Outstanding"": ""40555|276186|44577"", ""last_3_ptp_date"": ""2025-09-09:2025-09-09:2025-09-09"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-10-05""}",Top Quartile: fulfillment 87.8% (25.5pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 29d vs 64d cohort) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
9839,983,863,0.8779,16.47,0.9318,0.0,983,Top Quartile,"{""last_3_remarks"": ""cm said i will pay on 20th Jan\n|CM SAID WITH CHARGES PAY 24 DECEMBER\n|CM SAID WITH CHARGES PAY 22 DECEMBER\n"", ""last_3_Total_Outstanding"": ""44179|163773|137691"", ""last_3_ptp_date"": ""2026-01-20:2025-12-24:2025-12-22"", ""last_3_promised_date"": ""2026-02-05:2026-01-05:2026-01-05""}",Top Quartile: fulfillment 87.8% (25.5pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 16d vs 64d cohort) | call-only agent — no field visits | high volume (983 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
9163,512,449,0.877,38.79,0.8516,0.0,511,Top Quartile,"{""last_3_remarks"": ""30 CM SAID PAY05|30 CM NUM RNR|29 CM NUM RNR"", ""last_3_Total_Outstanding"": ""90570|51079|1244"", ""last_3_ptp_date"": ""2025-08-30:2025-08-30:2025-08-29"", ""last_3_promised_date"": ""2025-09-05:2025-09-05:2025-09-05""}",Top Quartile: fulfillment 87.7% (25.4pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 39d vs 64d cohort) | call-only agent — no field visits | high volume (512 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
8552,130,114,0.8769,17.56,0.9769,0.0,130,Top Quartile,"{""last_3_remarks"": ""CUSTOMER SAID HE WILL MAINTAIN THE SUFFICANT BALANCE 4 JAN  |CUSTOMER SAID HE WILL MAINTAIN THE SUFFICANT BALANCE 4 JAN  |CUSTOMER SAID HE WILL MAINTAIN THE SUFFICANT BALANCE 4 JAN  "", ""last_3_Total_Outstanding"": ""153930|139573|116691"", ""last_3_ptp_date"": ""2026-01-02:2026-01-02:2026-01-02"", ""last_3_promised_date"": ""2026-01-05:2026-01-05:2026-01-05""}",Top Quartile: fulfillment 87.7% (25.4pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 18d vs 64d cohort) | call-only agent — no field visits | high volume (130 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
9341,540,473,0.8759,28.08,0.8222,0.0,540,Top Quartile,"{""last_3_remarks"": ""1-cm sd will pay 5//|1-cm sd will pay 5//|1-cm sd will pay 5//"", ""last_3_Total_Outstanding"": ""0|30389|13597"", ""last_3_ptp_date"": ""2025-11-01:2025-11-01:2025-11-01"", ""last_3_promised_date"": ""2025-11-05:2025-11-05:2025-11-05""}",Top Quartile: fulfillment 87.6% (25.3pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 28d vs 64d cohort) | call-only agent — no field visits | high volume (540 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
3608,24,21,0.875,38.62,1.0,0.0,24,Top Quartile,"{""last_3_remarks"": ""04-CM NUM TOLD WILL PAY BY 5TH | \n04-CM NUM TOLD WILL PAY BY 5TH |04-CM NUM TOLD WILL PAY BY 5TH "", ""last_3_Total_Outstanding"": ""33133|102698|55953"", ""last_3_ptp_date"": ""2026-04-04:2026-04-04:2026-04-04"", ""last_3_promised_date"": ""2026-04-05:2026-04-05:2026-04-05""}",Top Quartile: fulfillment 87.5% (25.2pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 39d vs 64d cohort) | call-only agent — no field visits | low volume (24 PTPs) — tier may be noisy | above Q75 threshold 81.8% — model for best-practice replication
9240,40,35,0.875,15.62,0.95,0.0,40,Top Quartile,"{""last_3_remarks"": ""cm said maintain balance in the accounrt |cm said maintain balance in the accounrt |cm said maintain balance in the accounrt "", ""last_3_Total_Outstanding"": ""186177|60372|56751"", ""last_3_ptp_date"": ""2025-12-03:2025-12-03:2025-12-03"", ""last_3_promised_date"": ""2025-12-05:2025-12-05:2025-12-05""}",Top Quartile: fulfillment 87.5% (25.2pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 16d vs 64d cohort) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
11915,766,670,0.8747,2.9,0.9687,0.0,766,Top Quartile,"{""last_3_remarks"": ""ptp for  tomorrow|cx will pay  tomorrow|cx will pay today"", ""last_3_Total_Outstanding"": ""305978|287629|165399"", ""last_3_ptp_date"": ""2026-02-22:2026-02-22:2026-02-22"", ""last_3_promised_date"": ""2026-03-02:2026-03-05:2026-03-05""}",Top Quartile: fulfillment 87.5% (25.2pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 3d vs 64d cohort) | call-only agent — no field visits | high volume (766 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
11831,230,201,0.8739,1.57,0.9739,0.0,230,Top Quartile,"{""last_3_remarks"": ""ivr call connecting |customer will maintain the amount on 5th |customer will maintain the amount on 2nd "", ""last_3_Total_Outstanding"": ""294409|139304|298769"", ""last_3_ptp_date"": ""2026-02-28:2026-02-28:2026-02-28"", ""last_3_promised_date"": ""2026-03-05:2026-03-05:2026-03-02""}",Top Quartile: fulfillment 87.4% (25.1pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 2d vs 64d cohort) | call-only agent — no field visits | high volume (230 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
10858,63,55,0.873,27.27,0.7778,0.0,63,Top Quartile,"{""last_3_remarks"": ""CM AAJ KAR DUNGI|WILL BY PAY 30TH|PAID"", ""last_3_Total_Outstanding"": ""143942|96178|181754"", ""last_3_ptp_date"": ""2025-10-28:2025-10-28:2025-10-27"", ""last_3_promised_date"": ""2025-11-05:2025-11-05:2025-11-05""}",Top Quartile: fulfillment 87.3% (25.0pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 27d vs 64d cohort) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
10484,47,41,0.8723,17.45,1.0,0.0,47,Top Quartile,"{""last_3_remarks"": ""CUSTOMER SAID HE WILL PAY CONFORM SEP- 18 REASON TODAY COME IN SALARY \n|CUSTOMER SAID HE WILL PAY CONFORM SEP- 11\n|CUSTOMER SAID HE WILL PAY CONFORM ONE HOUR AFTER   \n"", ""last_3_Total_Outstanding"": ""151282|210125|17938"", ""last_3_ptp_date"": ""2025-09-17:2025-09-10:2025-09-10"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-10-05""}",Top Quartile: fulfillment 87.2% (24.9pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 17d vs 64d cohort) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
8597,86,75,0.8721,63.97,0.9419,0.0,86,Top Quartile,"{""last_3_remarks"": ""Call  disocnnected|Call back|Call  disocnnected"", ""last_3_Total_Outstanding"": ""274575|8358|0"", ""last_3_ptp_date"": ""2025-07-16:2025-07-16:2025-07-16"", ""last_3_promised_date"": ""2025-08-05:2025-08-05:2025-08-05""}",Top Quartile: fulfillment 87.2% (24.9pt above cohort avg 62.3%) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
9802,507,442,0.8718,29.39,0.8797,0.0,507,Top Quartile,"{""last_3_remarks"": ""CUSTOMER SAID HE WILL PAY ON 15 SEP MORNING|CUSTOMER DONE THE PAYMENT TODAY 14 SEP|CUSTOMER DONE THE PAYMENT ON  13 SEP "", ""last_3_Total_Outstanding"": ""366861|33584|79695"", ""last_3_ptp_date"": ""2025-09-14:2025-09-14:2025-09-14"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-10-05""}",Top Quartile: fulfillment 87.2% (24.9pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 29d vs 64d cohort) | call-only agent — no field visits | high volume (507 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
10485,77,67,0.8701,14.97,0.987,0.0,77,Top Quartile,"{""last_3_remarks"": ""CUSTOMER DONE THE PAYMENT|CUSTOMER DONE THE PAYMENT|CUSTOMER PROMICE TO PAY  10 SEP"", ""last_3_Total_Outstanding"": ""56935|132251|168553"", ""last_3_ptp_date"": ""2025-09-08:2025-09-08:2025-09-08"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-10-05""}",Top Quartile: fulfillment 87.0% (24.7pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 15d vs 64d cohort) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
8598,23,20,0.8696,41.09,0.9565,0.0,23,Top Quartile,"{""last_3_remarks"": ""cm will be maintain blance on 5th july|cm will be maintain blance on 5th july|cm will be maintain blance on 5th july"", ""last_3_Total_Outstanding"": ""222330|0|338731"", ""last_3_ptp_date"": ""2025-07-04:2025-07-04:2025-07-04"", ""last_3_promised_date"": ""2025-07-05:2025-07-05:2025-07-05""}",Top Quartile: fulfillment 87.0% (24.7pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 41d vs 64d cohort) | call-only agent — no field visits | low volume (23 PTPs) — tier may be noisy | above Q75 threshold 81.8% — model for best-practice replication
8820,474,412,0.8692,37.81,0.9641,0.0,474,Top Quartile,"{""last_3_remarks"": ""cm will pay on  16 septmber |CM  WILL PAY ON 20 SEPTMMBER|CM WILL PAY ON 14SEPTMBER "", ""last_3_Total_Outstanding"": ""102481|211031|142126"", ""last_3_ptp_date"": ""2025-09-14:2025-09-14:2025-09-13"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-10-05""}",Top Quartile: fulfillment 86.9% (24.6pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 38d vs 64d cohort) | call-only agent — no field visits | high volume (474 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
10533,374,325,0.869,30.64,0.9599,0.0,373,Top Quartile,"{""last_3_remarks"": ""he will pay today|He will pay today|He will pay on 25th nov"", ""last_3_Total_Outstanding"": ""188908|41113|71406"", ""last_3_ptp_date"": ""2025-11-25:2025-11-24:2025-11-24"", ""last_3_promised_date"": ""2025-12-05:2025-12-05:2025-12-05""}",Top Quartile: fulfillment 86.9% (24.6pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 31d vs 64d cohort) | call-only agent — no field visits | high volume (374 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
10255,323,280,0.8669,25.61,0.8793,0.0,323,Top Quartile,"{""last_3_remarks"": ""09-CM NUM SD WILL PAY ON 12TH//|09-CM SD WILL PAY ON TOMMOROW//|09-CM SD WILL PAY ON TODAY//"", ""last_3_Total_Outstanding"": ""173469|34132|31836"", ""last_3_ptp_date"": ""2025-10-09:2025-10-09:2025-10-09"", ""last_3_promised_date"": ""2025-11-05:2025-11-05:2025-11-05""}",Top Quartile: fulfillment 86.7% (24.4pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 26d vs 64d cohort) | call-only agent — no field visits | high volume (323 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
9838,743,644,0.8668,13.9,0.9906,0.0,743,Top Quartile,"{""last_3_remarks"": ""CM SAID WILL PAY ON 17-11-2025|cm said will pay on 12-11-2025|cm said will pay on 11-11-2025"", ""last_3_Total_Outstanding"": ""28720|169859|54097"", ""last_3_ptp_date"": ""2025-11-15:2025-11-11:2025-11-11"", ""last_3_promised_date"": ""2025-12-05:2025-12-05:2025-12-05""}",Top Quartile: fulfillment 86.7% (24.4pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 14d vs 64d cohort) | call-only agent — no field visits | high volume (743 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
9938,60,52,0.8667,70.55,0.7833,0.0,60,Top Quartile,"{""last_3_remarks"": ""CM PAY THE EMI 22 AUGUST|CM PAY TH E AMOUNT TOM|CM PAY THE EMI  TODAY"", ""last_3_Total_Outstanding"": ""60830|230703|131844"", ""last_3_ptp_date"": ""2025-08-19:2025-08-14:2025-08-12"", ""last_3_promised_date"": ""2025-09-05:2025-09-05:2025-09-05""}",Top Quartile: fulfillment 86.7% (24.4pt above cohort avg 62.3%) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
3911,37,32,0.8649,9.46,1.0,0.0,37,Top Quartile,"{""last_3_remarks"": ""11-CM SAID WILL PAY ON 15TH|04-cm said will maintain funds on acc|03-cm said will maintain funds on acc"", ""last_3_Total_Outstanding"": ""28412|73863|88443"", ""last_3_ptp_date"": ""2026-04-11:2026-04-04:2026-04-03"", ""last_3_promised_date"": ""2026-05-01:2026-04-05:2026-04-05""}",Top Quartile: fulfillment 86.5% (24.2pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 9d vs 64d cohort) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
11809,434,375,0.8641,3.26,0.9124,0.0,434,Top Quartile,"{""last_3_remarks"": ""cx said he will make  payment through  abcl  app |ptp by  eod  , shared payment  link \n ptp amt:  118|ptp by eod , shared payment  link \n ptp amt : 1000"", ""last_3_Total_Outstanding"": ""94930|240818|138280"", ""last_3_ptp_date"": ""2026-02-25:2026-02-25:2026-02-25"", ""last_3_promised_date"": ""2026-03-05:2026-03-05:2026-03-05""}",Top Quartile: fulfillment 86.4% (24.1pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 3d vs 64d cohort) | call-only agent — no field visits | high volume (434 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
13013,132,114,0.8636,0.68,1.0,0.0,132,Top Quartile,"{""last_3_remarks"": ""cx said he wil   check and pay cdc|cx pay at 2pm|cx told he wil pay tmrw 10 am "", ""last_3_Total_Outstanding"": ""119965|59132|18326"", ""last_3_ptp_date"": ""2026-04-22:2026-04-15:2026-04-15"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Top Quartile: fulfillment 86.4% (24.1pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 1d vs 64d cohort) | call-only agent — no field visits | high volume (132 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
11054,109,94,0.8624,13.39,0.9908,0.0,109,Top Quartile,"{""last_3_remarks"": ""CM PAY ON 20-11-2025|cm pay on 13-11-2025|cm pay on 12-11-2025"", ""last_3_Total_Outstanding"": ""135409|23290|230522"", ""last_3_ptp_date"": ""2025-11-18:2025-11-12:2025-11-12"", ""last_3_promised_date"": ""2025-12-05:2025-12-05:2025-12-05""}",Top Quartile: fulfillment 86.2% (23.9pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 13d vs 64d cohort) | call-only agent — no field visits | high volume (109 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
10529,29,25,0.8621,49.69,0.9655,0.0,29,Top Quartile,"{""last_3_remarks"": ""cm will pay today |cm will pay today |cm said he will pay on 10 sep "", ""last_3_Total_Outstanding"": ""26321|78660|201040"", ""last_3_ptp_date"": ""2025-09-08:2025-09-08:2025-09-08"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-10-05""}",Top Quartile: fulfillment 86.2% (23.9pt above cohort avg 62.3%) | call-only agent — no field visits | low volume (29 PTPs) — tier may be noisy | above Q75 threshold 81.8% — model for best-practice replication
9161,624,536,0.859,32.8,0.8253,0.0,624,Top Quartile,"{""last_3_remarks"": ""03 cm pay on 5th|03 cm pay on 05th|11 CM PAY ON TODAY "", ""last_3_Total_Outstanding"": ""0|22611|516490"", ""last_3_ptp_date"": ""2026-04-03:2026-04-03:2026-03-11"", ""last_3_promised_date"": ""2026-04-05:2026-04-05:2026-04-02""}",Top Quartile: fulfillment 85.9% (23.6pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 33d vs 64d cohort) | call-only agent — no field visits | high volume (624 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
3867,488,419,0.8586,36.64,0.9775,0.0,488,Top Quartile,"{""last_3_remarks"": ""he will pay 30 nov |he will pay 11 nov |he will pay 30 nov salary delay "", ""last_3_Total_Outstanding"": ""169984|26817|219801"", ""last_3_ptp_date"": ""2025-11-07:2025-11-07:2025-11-07"", ""last_3_promised_date"": ""2025-12-05:2025-12-05:2025-12-05""}",Top Quartile: fulfillment 85.9% (23.6pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 37d vs 64d cohort) | call-only agent — no field visits | high volume (488 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
11057,280,240,0.8571,8.87,0.8429,0.0,280,Top Quartile,"{""last_3_remarks"": ""CUSTOMER WILL PAY TODAY 17 NOV |CUSTOMER WILL PAY TODAY 17 NOV AT 5 PM |CUSTOMER WILL PAY ON TODAY 17 NOV AT 2PM "", ""last_3_Total_Outstanding"": ""114520|67929|171785"", ""last_3_ptp_date"": ""2025-11-17:2025-11-17:2025-11-17"", ""last_3_promised_date"": ""2025-12-05:2025-12-05:2025-12-05""}",Top Quartile: fulfillment 85.7% (23.4pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 9d vs 64d cohort) | call-only agent — no field visits | high volume (280 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
